energy_0,contrast_0,correlation_0,homogeneity_0,energy_45,contrast_45,correlation_45,homogeneity_45,energy_90,contrast_90,correlation_90,homogeneity_90,energy_135,contrast_135,correlation_135,homogeneity_135,label
0.860972369,33.60983098,0.960337569,0.905807216,0.859689743,46.25222778,0.945598852,0.895902579,0.860851994,36.51662816,0.956907303,0.906330901,0.859737535,46.56011963,0.945236715,0.897995411,1
0.787145178,59.57928016,0.980460141,0.86576241,0.785351541,84.64624023,0.97231902,0.85085966,0.787130621,60.74145793,0.980078989,0.866827773,0.78550557,80.83789063,0.973564425,0.85149743,1
0.594640805,87.29565905,0.979240102,0.745953957,0.592591518,128.840332,0.969350517,0.718231075,0.595359007,96.68655764,0.976981577,0.743799432,0.593031744,117.9838715,0.971934883,0.717766005,1
0.770124579,55.60970939,0.982662168,0.855841067,0.768337149,77.41033936,0.97593209,0.839349885,0.769640101,70.22239786,0.978106267,0.856089562,0.767759453,95.63702393,0.970265171,0.840067238,1
0.754821051,54.82085968,0.981801175,0.849635157,0.753021784,73.2800293,0.97573794,0.832074174,0.75488303,54.98270306,0.981747448,0.850499186,0.752809482,79.17990112,0.97378457,0.83185473,1
0.685298051,76.51653696,0.983813244,0.796716779,0.682901544,109.8689575,0.976807905,0.774954811,0.685331936,75.31274319,0.984067901,0.797978404,0.682961787,109.4444275,0.976897518,0.775363203,1
0.803401497,54.03690418,0.975771544,0.873195142,0.801443251,84.58950806,0.962185274,0.861249976,0.80336494,54.93050827,0.97537088,0.876813874,0.801945682,71.54098511,0.96801846,0.862218673,1
0.776119276,60.50656615,0.981416851,0.859233391,0.774113626,94.81948853,0.970960243,0.841926182,0.775798454,70.66345452,0.978297405,0.857716978,0.774171652,89.25695801,0.972663844,0.840934614,1
0.834253181,56.76507782,0.974843337,0.892892081,0.832986699,75.00454712,0.966864731,0.881681118,0.834088642,63.82347398,0.971715257,0.893322849,0.832725799,81.52038574,0.963986184,0.880474379,1
0.806300693,63.44461333,0.976303196,0.873702105,0.804659299,87.88562012,0.967272717,0.858329444,0.80631511,63.49583536,0.976284064,0.874149003,0.804936584,80.50900269,0.970019658,0.862701805,1
0.778528226,65.57700024,0.980044341,0.85143684,0.776687919,95.54714966,0.971006425,0.836160882,0.778423067,71.19193823,0.978335666,0.852316753,0.776690505,93.21868896,0.971712991,0.837774691,1
0.720624914,70.75972763,0.975766597,0.817410022,0.718394343,100.3276062,0.965723652,0.79949581,0.720534028,73.7474465,0.97474338,0.822379765,0.718566908,95.00976563,0.967540462,0.800789631,1
0.739448601,55.18096425,0.973133317,0.832142236,0.738098774,60.06018066,0.970832825,0.820001558,0.739406122,56.11138132,0.972680312,0.839280589,0.736924158,85.24002075,0.958604677,0.817222276,1
0.838721749,131.1830922,0.953058727,0.886338799,0.835983105,209.9694519,0.925109623,0.871668576,0.838220966,149.6172179,0.94646244,0.884256301,0.836410166,192.5204163,0.931333218,0.872624614,0
0.869102668,73.52021522,0.964230405,0.906293989,0.867734319,103.8643799,0.949636881,0.898395051,0.869225144,68.64709995,0.966601309,0.907160471,0.867871005,98.83825684,0.952074013,0.897599218,0
0.844377087,61.1170659,0.969088781,0.894669601,0.843075281,80.86178589,0.959233466,0.884187694,0.844667849,51.71954037,0.973841774,0.897196148,0.843152547,79.36306763,0.959989046,0.885966755,0
0.86552051,54.58776143,0.961764939,0.911485608,0.864591407,66.09036255,0.953863454,0.901462659,0.865795088,47.79799976,0.966520711,0.911582842,0.864088417,77.92092896,0.945604739,0.901478554,0
0.856803013,79.9165856,0.965772045,0.890825437,0.855157777,120.8054504,0.948431928,0.882521184,0.856833963,78.03805934,0.966576611,0.892407674,0.855600771,105.7098999,0.954875747,0.884477392,0
0.871744829,69.51994163,0.95486229,0.902204259,0.870142985,101.5867615,0.934264586,0.89553502,0.871867783,62.08496474,0.959689651,0.905589915,0.870493974,90.33755493,0.941543795,0.89514052,0
0.878990602,29.48787087,0.967831768,0.917241022,0.877750591,43.50454712,0.952702654,0.90913836,0.878947214,31.10217048,0.966070734,0.91930872,0.877842669,41.86898804,0.954480804,0.91013603,0
0.870392126,43.93075146,0.969779686,0.912025578,0.869255212,58.42028809,0.959946288,0.904124763,0.870333411,45.51164275,0.968692178,0.913788458,0.869286324,59.38653564,0.959283816,0.904639001,0
